company,rank,rank_change,revenue,profit,num. of employees,sector,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker,Market Cap,revenue_bin,employees_bin,Cluster,PCA1,PCA2
Kellogg,258,-36.0,0.3625284592371117,0.40239437145378243,0.4809272648016384,11,Battle Creek,6,0,0,0,1,222.0,Steven A. Cahillane,https://www.kelloggcompany.com,K,21890.2,Medium,Medium,2,0.7144041531322685,0.061302653120520245
Fluor,259,-63.0,0.359982392082106,-1.198514591543944,0.9602575124714817,8,Irving,29,0,0,0,0,196.0,David E. Constable,https://www.fluor.com,FLR,4051.7,Medium,Medium,2,0.08784641646754354,1.513003531926443
AECOM,260,-71.0,0.3553110953183767,-0.689232588690088,1.4814078485416577,8,Dallas,29,0,0,0,1,189.0,W. Troy Rudd,https://www.aecom.com,ACM,10856.5,Medium,Large,2,0.6532187146320437,1.5385296370485215
Reliance Steel & Aluminum,261,82.0,0.3533015960348805,0.34012480801387507,-0.3719824328367282,16,Los Angeles,16,0,0,0,1,343.0,James D. Hoffman,https://www.rsac.com,RS,11313.5,Medium,Small,1,0.20628390247754724,-0.5123972886997664
Jacobs Engineering Group,262,-37.0,0.35322794946428127,-0.43699934371616955,1.6064679215091604,8,Dallas,29,0,0,0,1,225.0,Steven J. Demetriou,https://www.jacobs.com,J,17807.4,Medium,Large,2,0.8603989964298767,1.4549349229255033
Corning,263,14.0,0.3521127299666341,0.7494434050255331,1.9916529462490677,15,Corning,18,0,0,0,1,277.0,Wendell P. Weeks,https://www.corning.com,GLW,31212.8,Medium,Large,2,1.7289776891158173,0.9146610292726278
Farmers Insurance Exchange,264,-8.0,0.34927207652923115,-1.1375734454574216,-0.4801844079682114,9,Woodland Hills,16,0,0,0,0,256.0,Jeffrey J. Dailey,https://www.farmers.com,Unknown,11641.6,Medium,Small,0,-0.6751237415590335,0.42935120616102435
Qurate Retail,265,-49.0,0.3481147732769558,-0.5507450795997338,0.26807502061094923,19,Englewood,28,0,0,0,1,216.0,David L. Rawlinson II,https://www.qurateretail.com,QRTEA,1807.4,Medium,Medium,2,0.060021859757611984,0.5655373080525485
Pacific Life,266,37.0,0.3367521595273439,0.08191368494972556,-0.8766748633043812,9,Newport Beach,16,0,0,0,1,303.0,Darryl Button,https://www.pacificlife.com,Unknown,11641.6,Medium,Small,0,-0.2240953503914898,-0.6988390161318425
PulteGroup,267,17.0,0.33579475410955245,0.78290291711391,-0.7605690915613519,8,Atlanta,40,0,0,0,1,284.0,Ryan R. Marshall,https://www.pultegroupinc.com,PHM,10115.7,Medium,Small,1,0.2277602680208195,-1.0986698030043134
Fidelity National Information Services,268,-27.0,0.33054480571968553,-0.48681499446809545,2.050431180543794,4,Jacksonville,39,0,0,0,1,241.0,Gary A. Norcross,https://www.fisglobal.com,FIS,61215.1,Medium,Large,2,1.0620857311420828,1.8109277002136774
IQVIA Holdings,269,6.0,0.33022917755997405,-0.031001790087973206,2.050431180543794,13,Durham,10,0,0,0,1,275.0,Ari Bousbib,https://www.iqvia.com,IQV,44140.8,Medium,Large,2,1.314684420409751,1.496329109719497
Marriott International,270,23.0,0.3284406179882759,0.07942290241212935,2.050431180543794,12,Bethesda,3,0,0,0,1,293.0,Anthony G. Capuano,https://www.marriott.com,MAR,57514.9,Medium,Large,2,1.3748072801231217,1.420152946331424
Berry Global Group,271,-10.0,0.3277041522822825,-0.22445256717461887,1.281311731793654,16,Evansville,42,0,0,0,1,261.0,Thomas E. Salmon,https://www.berryglobal.com,BERY,7832.4,Medium,Large,2,0.7839621861617424,1.073625364987309
Ball,272,-12.0,0.3236009862060338,-0.1040647445241312,0.14576626924873184,16,Westminster,28,0,0,0,1,260.0,Daniel W. Fisher,https://www.ball.com,BLL,28909.1,Medium,Medium,0,0.22532822927966883,0.16931806633291333
Group 1 Automotive,273,13.0,0.3226225389109284,-0.37464675419167565,-0.3839381758124214,19,Houston,29,0,0,0,1,286.0,Earl J. Hesterberg,https://www.group1auto.com,GPI,2859.9,Medium,Small,0,-0.2158871120208803,-0.027021833212171043
Leidos Holdings,274,-26.0,0.31581549159981814,-0.2078473502573102,1.08121561504565,20,Reston,31,0,0,0,1,248.0,Roger A. Krone,https://www.leidos.com,LDOS,14727.7,Medium,Large,2,0.6759816007366696,0.9177051382012874
Wayfair,275,-58.0,0.31276441938927424,-0.9417979380023522,-0.23536680912702862,19,Boston,2,0,1,0,0,217.0,Niraj S. Shah,https://www.wayfair.com,W,11641.6,Medium,Small,0,-0.45511094862311435,0.47210646367119685
Consolidated Edison,276,-27.0,0.30939771901901886,0.2844973313408911,-0.37593433114250135,7,New York,18,0,0,0,1,249.0,Timothy P. Cawley,https://www.conedison.com,ED,33525.3,Medium,Small,1,0.14579184767865205,-0.4758849189473518
Ameriprise Financial,277,-24.0,0.2848839319480968,1.4584861673946121,-0.4695292897513802,9,Minneapolis,7,0,0,0,1,253.0,James M. Cracchiolo,https://www.ameriprise.com,AMP,33213.0,Medium,Small,1,0.730216206514118,-1.353329983727519
Xcel Energy,278,-6.0,0.28362141930925105,0.4928928036531146,-0.5034956055693537,7,Minneapolis,7,0,0,0,1,272.0,Robert C. Frenzel,https://www.xcelenergy.com,XEL,39275.9,Medium,Small,1,0.1752733076861576,-0.7114091265973339
O'Reilly Automotive,279,-11.0,0.2727427687378633,0.9642318858509203,2.050431180543794,19,Springfield,8,0,0,0,1,268.0,Gregory D. Johnson,https://www.oreillyauto.com,ORLY,45410.4,Medium,Large,2,1.8306732067561333,0.8106897105411631
Global Partners,280,81.0,0.2643996643828241,-0.7825539077653626,-0.9217465136018689,5,Waltham,2,0,0,0,1,361.0,Eric Slifka,https://www.globalp.com,GLP,927.1,Medium,Small,0,-0.7735297104335344,-0.13316743187703278
Discover Financial Services,281,-48.0,0.26152744812945006,2.033566342283304,-0.23441635257247553,9,Riverwoods,41,0,0,0,1,233.0,Roger C. Hochschild,https://www.discover.com,DFS,31076.7,Medium,Small,1,1.1634997503396838,-1.5796850791571868
Rocket Companies,282,-88.0,0.2567509419791502,-0.5771473744982544,0.23080711886663352,9,Detroit,6,0,0,0,1,194.0,Jay D. Farner,https://www.rocketcompanies.com,RKT,21905.9,Medium,Medium,0,-0.03223368660016136,0.5588370120113373
LKQ,283,-17.0,0.24758720440886128,0.07269778956061937,1.2312877026066529,5,Chicago,41,0,0,0,1,266.0,Dominick P. Zarcone,https://www.lkqcorp.com,LKQ,12941.4,Medium,Large,2,0.8711917342628606,0.8341304718776833
W.W. Grainger,284,-26.0,0.24059078020192431,0.03292829504366516,0.10324584443978102,5,Lake Forest,41,0,0,0,1,258.0,D.G. Macpherson,https://www.grainger.com,GWW,26358.0,Medium,Medium,0,0.22603892174237444,0.04585638647266113
Quanta Services,285,-7.0,0.2361930278432783,-0.42952699610338063,1.1162324354765507,8,Houston,29,0,0,0,1,278.0,Earl C. Austin Jr.,https://www.quantaservices.com,PWR,18779.5,Medium,Large,2,0.5224189190578645,1.097807009797724
Crown Holdings,286,-17.0,0.23606677657939365,-1.297979840878623,0.23080711886663352,16,Yardley,22,0,0,0,0,269.0,Timothy J. Donahue,https://www.crowncork.com,CCK,15460.6,Medium,Medium,0,-0.4449541292477755,1.056820749695773
Fox,287,-40.0,0.22870211951946,0.9520270514166985,-0.6196013773123831,17,New York,18,0,0,0,1,247.0,Lachlan K. Murdoch,https://www.foxcorporation.com,FOXA,21423.2,Medium,Small,1,0.33186243968388107,-1.111061678377749
Sempra,288,-33.0,0.22323123141779497,0.26041976681079354,-0.2999478308074469,7,San Diego,16,0,0,0,1,255.0,Jeffrey W. Martin,https://www.sempra.com,SRE,53087.6,Medium,Small,1,0.1201966665263974,-0.40239180765424304
Markel,289,22.0,0.22211601192014788,1.1803487840296925,-0.054329847499272055,9,Glen Allen,31,0,0,0,1,311.0,Thomas S. Gayner/Richard R. Whitt III,https://www.markel.com,MKL,20037.5,Medium,Small,1,0.7644145944683272,-0.8596606289663927
Carvana,290,193.0,0.2187072277952643,-0.9451189813858143,-0.019313027068371357,19,Tempe,4,0,1,0,0,483.0,Ernest C. Garcia III,https://www.carvana.com,CVNA,19549.5,Medium,Medium,0,-0.39730679378851147,0.6327551794494803
XPO Logistics,291,-101.0,0.21786555270270044,-0.5540661229831956,1.1662564646635518,3,Greenwich,36,0,0,0,1,190.0,Brad Jacobs,https://www.xpo.com,XPO,8356.9,Medium,Large,2,0.46931797256638774,1.2203532030261912
Baxter International,292,-28.0,0.2155509461981499,0.23302115889723432,1.9316241112246666,13,Deerfield,41,0,0,0,1,264.0,José E. Almeida,https://www.baxter.com,BAX,39017.9,Medium,Large,2,1.324187606996328,1.2307187286946524
Ecolab,293,-56.0,0.2101957884217124,0.10507796254937123,1.281311731793654,6,St. Paul,7,0,0,0,1,237.0,Christophe Beck,https://www.ecolab.com,ECL,50548.4,Medium,Large,2,0.8931895668332714,0.8487936879858649
Tractor Supply,294,-3.0,0.20998536964857148,-0.005180677781558345,0.6309993523626414,19,Brentwood,27,0,0,0,1,291.0,Harry A. Lawton III,https://www.tractorsupply.com,TSCO,26171.6,Medium,Medium,2,0.4752188297692914,0.4545482481454563
Andersons,295,71.0,0.20974338805945922,-0.7466866392239757,-0.9530615558729315,11,Maumee,19,0,0,0,1,366.0,Patrick Bowe,https://andersonsinc.com,ANDE,1151.0,Medium,Small,0,-0.8050151222169518,-0.17935727483542974
Keurig Dr Pepper,296,-29.0,0.20492479815453127,0.9487060080332368,0.30584316264713496,11,Burlington,2,0,0,0,1,267.0,Ozan Dokmecioglu,https://www.keurigdrpepper.com,KDP,53748.2,Medium,Medium,1,0.8227377337818377,-0.43889452216785313
Universal Health Services,297,-27.0,0.2006217342437987,-0.009747112433818228,2.050431180543794,13,King of Prussia,22,0,0,0,1,270.0,Marc D. Miller,https://www.uhsinc.com,UHS,10843.1,Medium,Large,2,1.245369430649553,1.484540694500329
CSX,298,-6.0,0.18798608691668386,2.033566342283304,-0.023364973432518404,3,Jacksonville,39,0,0,0,1,292.0,Joseph R. Hinrichs,https://www.csx.com,CSX,81587.8,Medium,Medium,1,1.2332399611509997,-1.425402813036246
Henry Schein,299,-1.0,0.17525575114165565,-0.30897312128371984,0.010701390443829225,13,Melville,18,0,0,0,1,298.0,Stanley Bergman,https://www.henryschein.com,HSIC,8952.0,Medium,Medium,0,-0.05522478865136296,0.21635729006177054
Sonic Automotive,300,8.0,0.17477178796343146,-0.5433557580715314,-0.5595725422879819,19,Charlotte,10,0,0,0,1,308.0,David Bruton Smith,https://www.sonicautomotive.com,SAH,1728.8,Medium,Small,0,-0.49830626793496097,-0.0343213695163527
eBay,301,-25.0,0.1745192854356623,2.033566342283304,-0.5295581247757813,20,San Jose,16,0,0,0,1,276.0,Jamie Iannone,https://www.ebay.com,EBAY,33641.9,Medium,Small,1,0.9471716953159303,-1.7912177129345974
Textron,302,-37.0,0.17325677279681656,-0.21365917617836824,0.5809753231756404,0,Providence,25,0,0,0,1,265.0,Scott C. Donnelly,https://www.textron.com,TXT,16090.6,Medium,Medium,2,0.3091748037991528,0.5630773842550246
Jones Financial (Edward Jones),303,-8.0,0.17230988831768218,0.499534890420038,1.4313838193546569,9,Des Peres,8,0,0,1,1,295.0,Penny Pennington,https://www.edwardjones.com,Unknown,11641.6,Medium,Large,2,1.1705627273097825,0.6859216332778326
Community Health Systems,304,-45.0,0.17178384138482977,-0.6420737726449313,1.8565880674441653,13,Franklin,27,0,0,0,1,259.0,Tim L. Hingtgen,https://www.chs.net,CYH,1598.6,Medium,Large,2,0.7703116836804689,1.7814174594023144
Mosaic,305,41.0,0.17066862188718268,0.520789568074193,-0.44326667442820467,6,Tampa,39,0,0,0,1,346.0,James C. O&#039;Rourke,https://www.mosaicco.com,MOS,24492.6,Medium,Small,1,0.15309873204113245,-0.6845904821654717
Thor Industries,306,62.0,0.16646024642436338,-0.28514463500738196,0.4809272648016384,18,Elkhart,42,0,0,0,1,368.0,Robert Martin,https://www.thorindustries.com,THO,4273.0,Medium,Medium,2,0.21040039632392377,0.5402065265094865
Dick's Sporting Goods,307,13.0,0.16393522114667192,0.42887969243688984,0.6460065611187417,19,Coraopolis,22,0,0,1,1,320.0,Lauren R. Hobart,https://www.dickssportinggoods.com,DKS,7986.6,Medium,Medium,2,0.6953658226129174,0.16683475770715797
Newmont,308,-35.0,0.15642327094553957,0.1350503790851133,-0.34947161970257773,7,Denver,28,0,0,0,1,273.0,Thomas R. Palmer,https://www.newmont.com,NEM,62968.1,Medium,Small,0,-0.01830268268132048,-0.35019458811624116
Devon Energy,309,0.0,0.15473992076041182,1.50248999222548,-0.9897791932961902,7,Oklahoma City,20,1,0,0,1, ,Richard E. Muncrief,https://www.devonenergy.com,DVN,39274.1,Medium,Small,1,0.3878309667425712,-1.7570892473963045
Warner Bros. Discovery,310,-20.0,0.15316177996185462,0.002208643746644152,-0.5195533189383811,17,New York,18,0,0,0,1,290.0,David M. Zaslav,https://https://wbd.com,WBD,12700.5,Medium,Small,0,-0.18730617009191136,-0.3814487255029706
J.B. Hunt Transport Services,311,4.0,0.15077352688670467,-0.2013713156595599,0.5832264044890554,3,Lowell,1,0,0,0,1,315.0,John N. Roberts III,https://www.jbhunt.com,JBHT,21052.9,Medium,Medium,2,0.3031553251450283,0.5567242497810851
Alcoa,312,18.0,0.14905861388560596,-0.4768518643177103,-0.45952448391398,16,Pittsburgh,22,0,0,0,1,330.0,Roy C. Harvey,https://www.alcoa.com,AA,16603.4,Medium,Small,0,-0.4226378760213951,-0.007289371686564415
Peter Kiewit Sons',313,-70.0,0.1487429857258945,-0.2078473502573102,0.37087440059023624,8,Omaha,13,0,0,0,1,243.0,Rick Lanoha,https://www.kiewit.com,Unknown,11641.6,Medium,Medium,2,0.1818203493799034,0.40765136859832074
Aramark,314,-79.0,0.14316688823765894,-0.9084214519985621,2.050431180543794,4,Philadelphia,22,0,0,0,0,235.0,John J. Zillmer,https://www.aramark.com,ARMK,9655.5,Medium,Large,2,0.7110074700829482,2.1060897610296716
Vistra,315,-41.0,0.14116790989281985,-1.8907860848265414,-0.8166960523091668,7,Irving,29,0,0,0,0,274.0,James A. Burke,https://www.vistracorp.com,VST,10434.7,Medium,Small,0,-1.4076548964201487,0.7104623323368926
State Street,316,-64.0,0.13622306872400722,1.4028586907216283,0.870314307993254,9,Boston,2,0,0,0,1,252.0,Ronald P. O&#039;Hanley,https://www.statestreet.com,STT,31891.8,Medium,Medium,1,1.3412284507753316,-0.3425614490529798
Unum Group,317,-87.0,0.13451867666156542,-0.14873277803169138,-0.5595725422879819,9,Chattanooga,27,0,0,0,1,230.0,Richard P. McKenney,https://www.unum.com,UNM,6382.8,Medium,Small,0,-0.3046351839291464,-0.30579804123653387
Alleghany,318,21.0,0.13349814561183185,0.026203182192155183,-0.40384773942884783,9,New York,18,0,0,0,1,339.0,Joseph P. Brandon,https://www.alleghany.com,Y,11396.1,Medium,Small,0,-0.12284014546675971,-0.3138863509731557
Boston Scientific,319,-14.0,0.12128333583099898,0.0312677733519343,0.9811675566716482,13,Marlborough,2,0,0,0,1,305.0,Michael F. Mahoney,https://www.bostonscientific.com,BSX,63310.2,Medium,Medium,2,0.6319906382486612,0.6846296391507686
Westlake,320,68.0,0.10971030330824609,0.8399418372248653,-0.34196801532452764,6,Houston,29,0,0,0,1,388.0,Albert Yuan Chao,https://www.westlake.com,WLK,15785.4,Low,Small,1,0.34751812660544845,-0.8302500714697053
Entergy,321,-21.0,0.10601745383962215,0.0956129889065052,-0.4510704229813768,7,New Orleans,45,0,0,0,1,300.0,Andrew S. Marsh,https://www.entergy.com,ETR,23760.4,Low,Small,0,-0.1274425199825442,-0.3953372465538268
International Flavors & Fragrances,322,0.0,0.09687475814664732,-0.6088633388103142,0.13075906049263156,6,New York,18,1,0,0,1, ,Franklin K. Clyburn Jr.,https://www.iff.com,IFF,33455.6,Low,Medium,0,-0.20474261065933827,0.5119205630798964
DaVita,323,-52.0,0.09296096896622542,-0.020623529514655264,2.050431180543794,13,Denver,28,0,0,0,1,271.0,Javier J. Rodriguez,https://www.davita.com,DVA,10892.5,Low,Large,2,1.1719676975794202,1.4944414289336307
Mutual of Omaha Insurance,324,-42.0,0.07618007180823368,-0.35231273743789543,-0.782729736491193,9,Omaha,13,0,0,0,1,282.0,James T. Blackledge,https://www.mutualofomaha.com,Unknown,11641.6,Low,Small,0,-0.576446710650653,-0.32539145645430684
Assurant,325,-23.0,0.07099324905030913,0.30641621767173854,-0.2894427846781766,9,New York,18,0,0,0,1,302.0,Keith W. Demmings,https://www.assurant.com,AIZ,10493.1,Low,Small,0,0.05620423582304613,-0.4231560188658456
Liberty Media,326,0.0,0.06994115518460421,-0.5025899505395387,-0.7253521750137031,17,Englewood,28,0,0,0,1,326.0,Gregory B. Maffei,https://www.libertymedia.com,LSXMA,15239.1,Low,Small,0,-0.6322242769848367,-0.18003083799999503
Hormel Foods,327,-10.0,0.06848926564993171,-0.07849271047147588,-0.06933705625537227,11,Austin,7,0,0,0,1,317.0,James P. Snee,https://www.hormelfoods.com,HRL,28089.2,Low,Small,0,-0.03810945681167332,0.0017624847810833752
Icahn Enterprises,328,125.0,0.062366079351529685,-1.2631088853522747,-0.09254820579814078,9,Sunny Isles Beach,39,0,0,0,0,453.0,David Willetts,https://www.ielp.com,IEP,15237.1,Low,Small,0,-0.7116659786292536,0.8027414508574354
Republic Services,329,-32.0,0.058894169594703706,0.23833482831077313,0.6810233815496423,4,Phoenix,4,0,0,0,1,297.0,Jon Vander Ark,https://www.republicservices.com,RSG,41841.7,Low,Medium,2,0.5431647478286955,0.32601233734478063
Mohawk Industries,330,-9.0,0.048962403502450416,0.024791738754183876,1.08121561504565,14,Calhoun,40,0,0,0,1,321.0,Jeffrey S. Lorberbaum,https://www.mohawkind.com,MHK,8081.8,Low,Large,2,0.638018818172273,0.7630692039934968
Conagra Brands,331,-48.0,0.04728957425597984,0.24530901941604266,-0.13937069711717368,11,Chicago,41,0,0,0,1,283.0,Sean M. Connolly,https://www.conagrabrands.com,CAG,16103.5,Low,Small,0,0.0897939855944773,-0.2719097115111171
Norfolk Southern,332,-25.0,0.042797133449420155,1.661900074631643,-0.16438271171067415,3,Atlanta,40,0,0,0,1,307.0,Alan H. Shaw,https://www.norfolksouthern.com,NSC,68389.3,Low,Small,1,0.8589122069953614,-1.2676417751964795
AES,333,-20.0,0.042691924062849745,-1.1726104531529424,-0.6471145933652337,7,Arlington,31,0,0,0,0,313.0,Andrés R. Gluski,https://www.aes.com,AES,17172.1,Low,Small,0,-0.9779598628724898,0.33961497574341776
AGCO,334,-3.0,0.04240785871910937,-0.088289788452688,0.09574224006173085,15,Duluth,40,0,0,0,1,331.0,Eric P. Hansotia,https://www.agcocorp.com,AGCO,10885.3,Low,Medium,0,0.03068053363134403,0.12850130271037535
Caesars Entertainment,335,0.0,0.03943043307916482,-1.6790695691308561,1.381359790167656,12,Reno,17,1,0,0,0, ,Thomas R. Reeg,https://www.caesars.com,CZR,16564.6,Low,Large,2,-0.14828983543979607,2.156383958679287
Equitable Holdings,336,-92.0,0.03164493847294925,-1.1975182785289054,-0.569577348125382,9,New York,18,0,0,0,0,244.0,Mark Pearson,https://www.equitableholdings.com,EQH,12041.2,Low,Small,0,-0.9561582908556728,0.4131325238268424
Advance Auto Parts,337,-36.0,0.02764698178327087,-0.321510060056288,1.6564919506961613,19,Raleigh,10,0,0,0,1,301.0,Thomas R. Greco,https://www.advanceautoparts.com,AAP,12644.8,Low,Large,2,0.7481525313529,1.418643289145588
Biogen,338,-110.0,0.025932068782172177,0.45893513505721834,-0.5890867195083125,13,Cambridge,2,0,0,0,1,228.0,Michel Vounatsos,https://www.biogen.com,BIIB,30950.4,Low,Small,1,-0.05175680649498016,-0.7441472623001542
Auto-Owners Insurance,339,2.0,0.025774254702316386,0.26158213199500524,-0.7476128680019185,9,Lansing,6,0,0,0,1,341.0,Jeffrey S. Tagsold,https://www.auto-owners.com,Unknown,11641.6,Low,Small,0,-0.24825831090593248,-0.7225864753045301
Booking Holdings,340,84.0,0.023438606320451676,0.13422011823924782,-0.05938227444715913,20,Norwalk,36,0,0,0,1,424.0,Glenn D. Fogel,https://www.bookingholdings.com,BKNG,96022.7,Low,Small,0,0.05713136332484306,-0.13685180492396765
Amphenol,341,8.0,0.014842999437643322,0.48774518640874887,2.050431180543794,20,Wallingford,36,0,0,0,1,349.0,R. Adam Norwitt,https://www.amphenol.com,APH,45130.1,Low,Large,2,1.4050284638267656,1.145298513297021
Quest Diagnostics,342,-18.0,0.0055530106034699855,0.8233366203075566,1.1562516588261516,13,Secaucus,15,0,0,0,1,324.0,James E. Davis,https://www.questdiagnostics.com,DGX,16348.6,Low,Large,2,1.094888296529353,0.26714417814221764
FirstEnergy,343,-49.0,0.002396729006355472,0.2321908980513689,-0.4497697982225148,7,Akron,19,0,0,0,1,294.0,John W. Somerhalder II,https://www.firstenergycorp.com,FE,26181.6,Low,Small,0,-0.11582390716102309,-0.48635969102734433
DCP Midstream,344,98.0,-0.0029689497087390464,-0.5084017764605967,-0.980374675809034,7,Denver,28,0,0,0,1,442.0,Wouter T. van Kempen,https://www.dcpmidstream.com,DCP,6993.2,Low,Small,0,-0.820948648336802,-0.3588485004841804
Ally Financial,345,-58.0,-0.00475750928043718,1.707564421154242,-0.5445653335318815,9,Detroit,6,0,0,0,1,287.0,Jeffrey J. Brown,https://www.ally.com,ALLY,14411.6,Low,Small,1,0.6459542283485273,-1.5730769885630103
Delek US Holdings,346,51.0,-0.009155261639083251,-1.001991849327596,-0.9041380553280447,7,Brentwood,27,0,0,0,0,397.0,Avigal Soreq,https://www.delekus.com,DK,1500.2,Low,Small,0,-1.0567522769553557,0.03710818743227961
Williams,347,32.0,-0.01138570063437755,0.42647193598388006,-0.8305527083939661,7,Tulsa,20,0,0,0,1,379.0,Alan S. Armstrong,https://www.williams.com,WMB,40670.4,Low,Small,0,-0.2255543617858726,-0.8955563009862717
Newell Brands,348,-23.0,-0.015383657324055808,-0.3581245633589535,0.5309512939886394,14,Atlanta,40,0,0,0,1,325.0,Ravichandra K. Saligram,https://www.newellbrands.com,NWL,8902.4,Low,Medium,2,0.08357266341656044,0.630801841929474
Eastman Chemical,349,6.0,-0.02727231800652017,-0.12150022228730523,-0.3694812313773782,6,Kingsport,27,0,0,0,1,355.0,Mark J. Costa,https://www.eastman.com,EMN,14450.1,Low,Small,0,-0.28651097308168033,-0.18350951232323276
Air Products & Chemicals,350,-10.0,-0.04336935415180373,0.9097667743621479,-0.03181903436512159,6,Allentown,22,0,0,0,1,340.0,Seifi Ghasemi,https://www.airproducts.com,APD,55409.4,Low,Small,1,0.4605657630095877,-0.6507186937400523
Thrivent Financial for Lutherans,351,18.0,-0.04445301083347961,1.2676922250147358,-0.9069394009625165,9,Minneapolis,7,0,0,1,1,369.0,Teresa J. Rasmussen,https://www.thrivent.com,Unknown,11641.6,Low,Small,1,0.17840106369506625,-1.5306856767020907
Molson Coors Beverage,352,-38.0,-0.047924920590305474,0.0019595654928846054,-0.25442596424727604,11,Chicago,41,0,0,0,1,314.0,Gavin D.K. Hattersley,https://www.molsoncoors.com,TAP,11631.8,Low,Small,0,-0.16785658681158117,-0.18504714305142675
Interpublic Group,353,-19.0,-0.05202808666655426,-0.041961233253396964,1.7115183828018625,4,New York,18,0,0,0,1,334.0,Daryl Lee,https://www.interpublic.com,IPG,13965.9,Low,Large,2,0.8835157033804222,1.2672671236818636
Weyerhaeuser,354,33.0,-0.05620489931340236,1.3314562579772011,-0.6088962350663649,16,Seattle,33,0,0,0,1,387.0,Devin W. Stockfish,https://www.weyerhaeuser.com,WY,28315.0,Low,Small,1,0.36988441639342623,-1.3588691024462374
Altice USA,355,-49.0,-0.06779897371346943,-0.010826451533443127,-0.6196013773123831,2,Long Island City,18,0,0,0,1,306.0,Dennis Mathew,https://www.alticeusa.com,ATUS,5674.1,Low,Small,0,-0.387678772232145,-0.4399006799015035
Raymond James Financial,356,11.0,-0.08682083080541228,0.33182219955522074,-0.31945720219037715,9,St. Petersburg,39,0,0,0,1,367.0,Paul C. Reilly,https://www.raymondjames.com,RJF,22817.5,Low,Small,0,-0.044921531728131035,-0.45889107035464577
EMCOR Group,357,-13.0,-0.08749417087946332,-0.5146287328045877,0.6309993523626414,8,Norwalk,36,0,0,0,1,344.0,Anthony J. Guzzi,https://www.emcorgroup.com,EME,5931.8,Low,Medium,2,0.006526189217627856,0.8127872445039073
Eversource Energy,358,-20.0,-0.09175515103556789,0.1802995951847793,-0.6082459226869339,7,Springfield,2,0,0,0,1,338.0,Joseph R. Nolan Jr.,https://www.eversource.com,ES,30403.2,Low,Small,0,-0.29044178415314875,-0.5630715692073461
Yum China Holdings,359,4.0,-0.09281776583992972,-0.011075529787202823,2.050431180543794,12,Plano,29,0,0,1,1,363.0,Joey Wat,https://ir.yumchina.com,YUMC,17679.0,Low,Large,2,1.0610104748081548,1.49198197261266
Asbury Automotive Group,360,45.0,-0.094427469454458,-0.39100289285522444,-0.359476425539978,19,Duluth,40,0,0,0,1,405.0,David W. Hult,https://www.asburyauto.com,ABG,3714.8,Low,Small,0,-0.4725138212157179,0.011232520041558
Owens & Minor,361,-16.0,-0.0999404413107514,-0.6490479637502009,-0.20440193506027496,13,Mechanicsville,31,0,0,0,1,345.0,Edward A. Pesicka,https://www.owens-minor.com,OMI,3375.6,Low,Small,0,-0.5340200171390688,0.3016204199464392
Public Service Enterprise Group,362,-44.0,-0.10660019548066274,-1.371042795314781,-0.4353128537874714,7,Newark,15,0,0,0,0,318.0,Ralph A. LaRossa,https://www.pseg.com,PEG,35145.5,Low,Small,0,-1.0652612868329236,0.633083667365511
United Rentals,363,-11.0,-0.10723145180008567,0.3177077651755084,-0.049327444580571936,4,Stamford,36,0,0,0,1,352.0,Matthew J. Flannery,https://www.unitedrentals.com,URI,25643.3,Low,Small,0,0.0826415809629315,-0.25331861912742537
MGM Resorts International,364,0.0,-0.11100846877796584,0.20844543785961755,1.956636125818167,12,Las Vegas,17,1,0,0,1, ,William J. Hornbuckle,https://www.mgmresorts.com,MGM,18257.9,Low,Large,2,1.1199293335955065,1.273032300882135
Ryder System,365,-8.0,-0.11280754928832112,-0.40212838818982133,1.07121080920825,3,Miami,39,0,0,0,1,357.0,Robert E. Sanchez,https://www.ryder.com,R,4055.4,Low,Large,2,0.2945304429930085,1.0540932495338051
Intuit,366,14.0,-0.11596383088543552,0.8789640969805406,-0.20190073360092498,20,Mountain View,16,0,0,0,1,380.0,Sasan K. Goodarzi,https://www.intuit.com,INTU,135987.6,Low,Small,1,0.3047679352617923,-0.7508593714188274
Cincinnati Financial,367,19.0,-0.11631102186111807,1.6125825803872367,-0.8113935052153448,9,Fairfield,19,0,0,0,1,386.0,Steven J. Johnston,https://www.cinfin.com,CINF,21813.3,Low,Small,1,0.37711902486014387,-1.6980283365707116
Erie Insurance Group,368,-21.0,-0.11736311572682287,0.10524401471854421,-0.7794281505648512,9,Erie,22,0,0,0,1,347.0,Timothy G. NeCastro,https://www.erieinsurance.com,Unknown,11641.6,Low,Small,0,-0.4419839116302224,-0.6345092566544935
Univar Solutions,369,-7.0,-0.12622174607605743,-0.45061562158836266,-0.5970905641782325,5,Downers Grove,41,0,0,0,1,362.0,David C. Jukes,https://www.univarsolutions.com,UNVR,5459.8,Low,Small,0,-0.6557995677606215,-0.11877459739055946
Huntington Ingalls Industries,370,-43.0,-0.12743165402161802,-0.3813718670431856,1.131239644232651,0,Newport News,31,0,0,0,1,327.0,Christopher D. Kastner,https://www.huntingtoningalls.com,HII,7991.0,Low,Large,2,0.32981610132668066,1.083509158032192
